time	V(n009)
1.202002442744071e-02	3.101096e+00
1.202102442744071e-02	3.006159e+00
1.202202442744071e-02	2.895092e+00
1.202302442744071e-02	2.769586e+00
1.202402442744071e-02	2.633187e+00
1.202502442744071e-02	2.491088e+00
1.202602442744071e-02	2.349362e+00
1.202702442744071e-02	2.214046e+00
1.202802442744071e-02	2.090082e+00
1.202902442744071e-02	1.980763e+00
1.203002442744071e-02	1.887578e+00
1.203102442744071e-02	1.810529e+00
1.203202442744070e-02	1.748604e+00
1.203302442744070e-02	1.700293e+00
1.203402442744070e-02	1.663962e+00
1.203502442744070e-02	1.638137e+00
1.203702442744070e-02	1.613575e+00
1.203802442744070e-02	1.613843e+00
1.203910369646261e-02	1.623159e+00
1.204085452202556e-02	1.660388e+00
1.204185452202556e-02	1.695455e+00
1.204216722841629e-02	1.709217e+00
1.204279264119777e-02	1.739320e+00
1.204370475131859e-02	1.793375e+00
1.204470475131859e-02	1.867145e+00
1.204570475131859e-02	1.956857e+00
1.204670475131859e-02	2.063119e+00
1.204770475131859e-02	2.184515e+00
1.204870475131859e-02	2.318165e+00
1.204970475131859e-02	2.459344e+00
1.205070475131859e-02	2.602115e+00
1.205170475131859e-02	2.740342e+00
1.205270475131859e-02	2.868601e+00
1.205370475131859e-02	2.983053e+00
1.205470475131858e-02	3.081629e+00
1.205570475131858e-02	3.163910e+00
1.205670475131858e-02	3.230633e+00
1.205770475131858e-02	3.283208e+00
1.205870475131858e-02	3.323260e+00
1.205970475131858e-02	3.352345e+00
1.206170475131858e-02	3.382500e+00
1.206270475131858e-02	3.384784e+00
1.206358338617193e-02	3.380245e+00
1.206501199692639e-02	3.358780e+00
1.206601199692639e-02	3.332467e+00
1.206626199692639e-02	3.324039e+00
1.206676199692639e-02	3.305757e+00
1.206760129934637e-02	3.267981e+00
1.206850099308266e-02	3.216964e+00
1.206950099308266e-02	3.146378e+00
1.207050099308266e-02	3.059730e+00
1.207150099308266e-02	2.956631e+00
1.207250099308266e-02	2.837920e+00
1.207350099308266e-02	2.706197e+00
1.207450099308265e-02	2.565875e+00
1.207550099308265e-02	2.422680e+00
1.207650099308265e-02	2.282841e+00
1.207750099308265e-02	2.151981e+00
1.207850099308265e-02	2.034324e+00
1.207950099308265e-02	1.932286e+00
1.208050099308265e-02	1.846600e+00
1.208150099308265e-02	1.776712e+00
1.208250099308265e-02	1.721315e+00
1.208350099308265e-02	1.678787e+00
1.208450099308265e-02	1.647546e+00
1.208650099308265e-02	1.613729e+00
1.208750099308265e-02	1.609808e+00
1.208825161705487e-02	1.612046e+00
1.208947317012813e-02	1.625775e+00
1.209145028443772e-02	1.677428e+00
1.209245028443772e-02	1.719473e+00
1.209281197442140e-02	1.738416e+00
1.209353535438876e-02	1.780118e+00
1.209439954686238e-02	1.840794e+00
1.209539954686238e-02	1.926040e+00
1.209639954686238e-02	2.027517e+00
1.209739954686238e-02	2.144990e+00
1.209839954686238e-02	2.275735e+00
1.209939954686238e-02	2.415653e+00
1.210039954686238e-02	2.559068e+00
1.210139954686238e-02	2.699731e+00
1.210239954686237e-02	2.831937e+00
1.210339954686237e-02	2.951254e+00
1.210439954686237e-02	3.055100e+00
1.210539954686237e-02	3.142570e+00
1.210639954686237e-02	3.214121e+00
1.210739954686237e-02	3.271001e+00
1.210839954686237e-02	3.314825e+00
1.210939954686237e-02	3.347188e+00
1.211139954686237e-02	3.382879e+00
1.211239954686237e-02	3.387617e+00
1.211321266175397e-02	3.385644e+00
1.211440984203250e-02	3.372678e+00
1.211634834461566e-02	3.323549e+00
1.211734834461566e-02	3.282639e+00
1.211766649411667e-02	3.266503e+00
1.211830279311868e-02	3.231382e+00
1.211912046868493e-02	3.177110e+00
1.212012046868493e-02	3.096275e+00
1.212112046868493e-02	2.999212e+00
1.212212046868493e-02	2.885823e+00
1.212312046868493e-02	2.758252e+00
1.212412046868493e-02	2.620170e+00
1.212512046868493e-02	2.476909e+00
1.212612046868493e-02	2.334677e+00
1.212712046868493e-02	2.199424e+00
1.212812046868493e-02	2.076022e+00
1.212912046868492e-02	1.967572e+00
1.213012046868492e-02	1.875427e+00
1.213112046868492e-02	1.799452e+00
1.213212046868492e-02	1.738569e+00
1.213312046868492e-02	1.691219e+00
1.213412046868492e-02	1.655775e+00
1.213512046868492e-02	1.630768e+00
1.213712046868492e-02	1.607777e+00
1.213810884484872e-02	1.608793e+00
1.213924102023584e-02	1.619734e+00
1.214107622947864e-02	1.662267e+00
1.214207622947864e-02	1.700090e+00
1.214241003178933e-02	1.715884e+00
1.214307763641073e-02	1.750551e+00
1.214397603125268e-02	1.807817e+00
1.214497603125268e-02	1.886412e+00
1.214597603125268e-02	1.981200e+00
1.214697603125268e-02	2.092485e+00
1.214797603125268e-02	2.218343e+00
1.214897603125268e-02	2.355390e+00
1.214997603125268e-02	2.498462e+00
1.215097603125267e-02	2.641412e+00
1.215197603125267e-02	2.778189e+00
1.215297603125267e-02	2.903699e+00
1.215397603125267e-02	3.014576e+00
1.215497603125267e-02	3.109218e+00
1.215597603125267e-02	3.187580e+00
1.215697603125267e-02	3.250632e+00
1.215797603125267e-02	3.299894e+00
1.215897603125267e-02	3.337004e+00
1.215997603125267e-02	3.363467e+00
1.216197603125267e-02	3.388968e+00
1.216297603125267e-02	3.389046e+00
1.216402495215831e-02	3.380438e+00
1.216572725430491e-02	3.345566e+00
1.216672725430491e-02	3.311586e+00
1.216702782984156e-02	3.298749e+00
1.216762898091485e-02	3.270729e+00
1.216845819648983e-02	3.223624e+00
1.216942399197413e-02	3.155768e+00
1.217042399197413e-02	3.069971e+00
1.217142399197413e-02	2.967484e+00
1.217242399197412e-02	2.849239e+00
1.217342399197412e-02	2.717656e+00
1.217442399197412e-02	2.577024e+00
1.217542399197412e-02	2.433074e+00
1.217642399197412e-02	2.292019e+00
1.217742399197412e-02	2.159626e+00
1.217842399197412e-02	2.040242e+00
1.217942399197412e-02	1.936450e+00
1.218042399197412e-02	1.849087e+00
1.218142399197412e-02	1.777688e+00
1.218242399197412e-02	1.720967e+00
1.218342399197412e-02	1.677315e+00
1.218442399197412e-02	1.645119e+00
1.218642399197412e-02	1.609792e+00
1.218742399197412e-02	1.605255e+00
1.218822174849912e-02	1.607325e+00
1.218942461497530e-02	1.620545e+00
1.219137213157965e-02	1.670500e+00
1.219237213157965e-02	1.711860e+00
1.219272947862711e-02	1.730294e+00
1.219344417272202e-02	1.770860e+00
1.219430809193066e-02	1.830637e+00
1.219530809193066e-02	1.914848e+00
1.219630809193066e-02	2.015364e+00
1.219730809193066e-02	2.132073e+00
1.219830809193066e-02	2.262410e+00
1.219930809193066e-02	2.402406e+00
1.220030809193066e-02	2.546458e+00
1.220130809193066e-02	2.688295e+00
1.220230809193065e-02	2.822102e+00
1.220330809193065e-02	2.943281e+00
1.220430809193065e-02	3.049073e+00
1.220530809193065e-02	3.138425e+00
1.220630809193065e-02	3.211700e+00
1.220730809193065e-02	3.270099e+00
1.220830809193065e-02	3.315228e+00
1.220930809193065e-02	3.348703e+00
1.221130809193065e-02	3.386179e+00
1.221230809193065e-02	3.391656e+00
1.221317865963948e-02	3.389953e+00
1.221435455735749e-02	3.377573e+00
1.221625929074230e-02	3.330400e+00
1.221725929074230e-02	3.290320e+00
1.221757231734810e-02	3.274745e+00
1.221819837055969e-02	3.240864e+00
1.221901521991569e-02	3.187663e+00
1.222001201104504e-02	3.108415e+00
1.222101201104504e-02	3.012681e+00
1.222201201104504e-02	2.900457e+00
1.222301201104503e-02	2.773696e+00
1.222401201104503e-02	2.635900e+00
1.222501201104503e-02	2.492277e+00
1.222601201104503e-02	2.349020e+00
1.222701201104503e-02	2.212176e+00
1.222801201104503e-02	2.086793e+00
1.222901201104503e-02	1.976184e+00
1.223001201104503e-02	1.881886e+00
1.223101201104503e-02	1.803898e+00
1.223201201104503e-02	1.741214e+00
1.223301201104503e-02	1.692301e+00
1.223401201104503e-02	1.655516e+00
1.223501201104503e-02	1.629358e+00
1.223701201104503e-02	1.604449e+00
1.223801201104503e-02	1.604680e+00
1.223908349515255e-02	1.613947e+00
1.224082188152234e-02	1.650967e+00
1.224182188152234e-02	1.686106e+00
1.224213147811479e-02	1.699759e+00
1.224275067129969e-02	1.729604e+00
1.224366472050003e-02	1.783858e+00
1.224466472050003e-02	1.857822e+00
1.224566472050003e-02	1.947854e+00
1.224666472050003e-02	2.054600e+00
1.224766472050003e-02	2.176694e+00
1.224866472050003e-02	2.311291e+00
1.224966472050002e-02	2.453677e+00
1.225066472050002e-02	2.597887e+00
1.225166472050002e-02	2.737718e+00
1.225266472050002e-02	2.867652e+00
1.225366472050002e-02	2.983750e+00
1.225466472050002e-02	3.083860e+00
1.225566472050002e-02	3.167506e+00
1.225666472050002e-02	3.235399e+00
1.225766472050002e-02	3.288947e+00
1.225866472050002e-02	3.329790e+00
1.225966472050002e-02	3.359505e+00
1.226166472050002e-02	3.390539e+00
1.226266472050002e-02	3.393110e+00
1.226351821005193e-02	3.388980e+00
1.226490622606081e-02	3.368907e+00
1.226518609391515e-02	3.362511e+00
1.226574582962383e-02	3.348144e+00
1.226652846259652e-02	3.322187e+00
1.226730494977638e-02	3.289286e+00
1.226749907157135e-02	3.279737e+00
1.226788731516128e-02	3.259637e+00
1.226866380234114e-02	3.212816e+00
1.226964580614140e-02	3.140288e+00
1.227064580614140e-02	3.050445e+00
1.227164580614140e-02	2.943959e+00
1.227264580614140e-02	2.822021e+00
1.227364580614140e-02	2.687533e+00
1.227464580614140e-02	2.545147e+00
1.227564580614140e-02	2.400821e+00
1.227664580614140e-02	2.260777e+00
1.227764580614140e-02	2.130541e+00
1.227864580614139e-02	2.014101e+00
1.227964580614139e-02	1.913632e+00
1.228064580614139e-02	1.829643e+00
1.228164580614139e-02	1.761436e+00
1.228264580614139e-02	1.707612e+00
1.228364580614139e-02	1.666529e+00
1.228464580614139e-02	1.636608e+00
1.228664580614139e-02	1.605230e+00
1.228764580614139e-02	1.602508e+00
1.228848741371604e-02	1.606412e+00
1.228985623326634e-02	1.625728e+00
1.229013234918232e-02	1.631904e+00
1.229068458101428e-02	1.645774e+00
1.229155254432831e-02	1.674421e+00
1.229241806877498e-02	1.711841e+00
1.229341806877498e-02	1.767177e+00
1.229441806877497e-02	1.837300e+00
1.229541806877497e-02	1.923452e+00
1.229641806877497e-02	2.026242e+00
1.229741806877497e-02	2.144912e+00
1.229841806877497e-02	2.276967e+00
1.229941806877497e-02	2.418121e+00
1.230041806877497e-02	2.562640e+00
1.230141806877497e-02	2.704267e+00
1.230241806877497e-02	2.837225e+00
1.230341806877497e-02	2.957133e+00
1.230441806877497e-02	3.061396e+00
1.230541806877497e-02	3.149161e+00
1.230641806877497e-02	3.220895e+00
1.230741806877497e-02	3.277883e+00
1.230841806877496e-02	3.321743e+00
1.230941806877496e-02	3.354092e+00
1.231141806877496e-02	3.389595e+00
1.231241806877496e-02	3.394164e+00
1.231321954677242e-02	3.392076e+00
1.231442103553160e-02	3.378808e+00
1.231636636844090e-02	3.328748e+00
1.231736636844090e-02	3.287269e+00
1.231768614188055e-02	3.270832e+00
1.231832568875984e-02	3.235053e+00
1.231914426875631e-02	3.179992e+00
1.232014426875631e-02	3.098138e+00
1.232114426875631e-02	2.999943e+00
1.232214426875631e-02	2.885346e+00
1.232314426875631e-02	2.756557e+00
1.232414426875631e-02	2.617320e+00
1.232514426875631e-02	2.473035e+00
1.232614426875631e-02	2.329962e+00
1.232714426875631e-02	2.194070e+00
1.232814426875630e-02	2.070221e+00
1.232914426875630e-02	1.961486e+00
1.233014426875630e-02	1.869183e+00
1.233114426875630e-02	1.793141e+00
1.233214426875630e-02	1.732258e+00
1.233314426875630e-02	1.684958e+00
1.233414426875630e-02	1.649603e+00
1.233514426875630e-02	1.624721e+00
1.233714426875630e-02	1.602097e+00
1.233811770685474e-02	1.603283e+00
1.233925543387701e-02	1.614522e+00
1.234109948180994e-02	1.657975e+00
1.234209948180994e-02	1.696359e+00
1.234243549379317e-02	1.712484e+00
1.234310751775964e-02	1.747886e+00
1.234400449183326e-02	1.805858e+00
1.234500449183326e-02	1.885453e+00
1.234600449183326e-02	1.981341e+00
1.234700449183325e-02	2.093792e+00
1.234800449183325e-02	2.220808e+00
1.234900449183325e-02	2.358929e+00
1.235000449183325e-02	2.502919e+00
1.235100449183325e-02	2.646580e+00
1.235200449183325e-02	2.783846e+00
1.235300449183325e-02	2.909642e+00
1.235400449183325e-02	3.020639e+00
1.235500449183325e-02	3.115283e+00
1.235600449183325e-02	3.193567e+00
1.235700449183325e-02	3.256494e+00
1.235800449183325e-02	3.305603e+00
1.235900449183325e-02	3.342538e+00
1.236000449183325e-02	3.368808e+00
1.236200449183325e-02	3.393849e+00
1.236300449183324e-02	3.393648e+00
1.236407126111362e-02	3.384455e+00
1.236580211112887e-02	3.347718e+00
1.236680211112886e-02	3.312684e+00
1.236710982363268e-02	3.299153e+00
1.236772524864030e-02	3.269587e+00
1.236855242637213e-02	3.221192e+00
1.236952616985454e-02	3.150885e+00
1.237052616985454e-02	3.062921e+00
1.237152616985454e-02	2.958193e+00
1.237252616985454e-02	2.837818e+00
1.237352616985454e-02	2.704415e+00
1.237452616985454e-02	2.562474e+00
1.237552616985454e-02	2.417853e+00
1.237652616985454e-02	2.276791e+00
1.237752616985454e-02	2.144972e+00
1.237852616985454e-02	2.026584e+00
1.237952616985454e-02	1.924030e+00
1.238052616985454e-02	1.837992e+00
1.238152616985454e-02	1.767890e+00
1.238252616985453e-02	1.712377e+00
1.238352616985453e-02	1.669823e+00
1.238452616985453e-02	1.638623e+00
1.238652616985453e-02	1.605092e+00
1.238752616985453e-02	1.601415e+00
1.238829261282944e-02	1.603993e+00
1.238953980312683e-02	1.618827e+00
1.239155746024445e-02	1.674013e+00
1.239255746024445e-02	1.717843e+00
1.239292415657317e-02	1.737817e+00
1.239365754923061e-02	1.781780e+00
1.239452260583799e-02	1.844816e+00
1.239552260583799e-02	1.932964e+00
1.239652260583799e-02	2.037462e+00
1.239752260583799e-02	2.157879e+00
1.239852260583799e-02	2.291222e+00
1.239952260583799e-02	2.433144e+00
1.240052260583799e-02	2.577795e+00
1.240152260583799e-02	2.718871e+00
1.240252260583798e-02	2.850756e+00
1.240352260583798e-02	2.969196e+00
1.240452260583798e-02	3.071822e+00
1.240552260583798e-02	3.157919e+00
1.240652260583798e-02	3.228083e+00
1.240752260583798e-02	3.283642e+00
1.240852260583798e-02	3.326241e+00
1.240952260583798e-02	3.357474e+00
1.241152260583798e-02	3.391062e+00
1.241252260583798e-02	3.394759e+00
1.241328680948578e-02	3.392215e+00
1.241453037137512e-02	3.377495e+00
1.241654229508333e-02	3.322708e+00
1.241754229508333e-02	3.279056e+00
1.241787164812396e-02	3.261293e+00
1.241853035420524e-02	3.222602e+00
1.241935060104053e-02	3.164787e+00
1.242035060104052e-02	3.079485e+00
1.242135060104052e-02	2.977806e+00
1.242235060104052e-02	2.859974e+00
1.242335060104052e-02	2.728597e+00
1.242435060104052e-02	2.587774e+00
1.242535060104052e-02	2.443160e+00
1.242635060104052e-02	2.301057e+00
1.242735060104052e-02	2.167263e+00
1.242835060104052e-02	2.046312e+00
1.242935060104052e-02	1.940893e+00
1.243035060104052e-02	1.851986e+00
1.243135060104052e-02	1.779180e+00
1.243235060104052e-02	1.721238e+00
1.243335060104052e-02	1.676540e+00
1.243435060104051e-02	1.643468e+00
1.243635060104051e-02	1.606752e+00
1.243735060104051e-02	1.601653e+00
1.243819446566102e-02	1.603549e+00
1.243938025765479e-02	1.616336e+00
1.244130069642555e-02	1.664775e+00
1.244230069642555e-02	1.705505e+00
1.244265413035669e-02	1.723477e+00
1.244336099821899e-02	1.763013e+00
1.244422428247440e-02	1.821911e+00
1.244522428247440e-02	1.905116e+00
1.244622428247440e-02	2.004665e+00
1.244722428247440e-02	2.120557e+00
1.244822428247440e-02	2.250374e+00
1.244922428247440e-02	2.390270e+00
1.245022428247440e-02	2.534723e+00
1.245122428247440e-02	2.677455e+00
1.245222428247440e-02	2.812562e+00
1.245322428247440e-02	2.935300e+00
1.245422428247440e-02	3.042750e+00
1.245522428247440e-02	3.133726e+00
1.245622428247439e-02	3.208496e+00
1.245722428247439e-02	3.268217e+00
1.245822428247439e-02	3.314484e+00
1.245922428247439e-02	3.348929e+00
1.246022428247439e-02	3.373005e+00
1.246222428247439e-02	3.394203e+00
1.246314748624603e-02	3.392644e+00
1.246430386511129e-02	3.380800e+00
1.246617758544270e-02	3.335434e+00
1.246717758544270e-02	3.296128e+00
1.246746531907129e-02	3.282146e+00
1.246804078632847e-02	3.251910e+00
1.246891050332827e-02	3.196776e+00
1.246989038958113e-02	3.120445e+00
1.247089038958113e-02	3.026448e+00
1.247189038958113e-02	2.915859e+00
1.247289038958113e-02	2.790397e+00
1.247389038958113e-02	2.653357e+00
1.247489038958113e-02	2.509795e+00
1.247589038958113e-02	2.365848e+00
1.247689038958113e-02	2.227644e+00
1.247789038958113e-02	2.100412e+00
1.247889038958113e-02	1.987689e+00
1.247989038958113e-02	1.891225e+00
1.248089038958113e-02	1.811175e+00
1.248189038958112e-02	1.746626e+00
1.248289038958112e-02	1.696077e+00
1.248389038958112e-02	1.657879e+00
1.248489038958112e-02	1.630497e+00
1.248689038958112e-02	1.603516e+00
1.248789038958112e-02	1.602812e+00
1.248888558021278e-02	1.610137e+00
1.249050177370682e-02	1.640706e+00
1.249150177370682e-02	1.672455e+00
1.249178082208033e-02	1.683628e+00
1.249233891882734e-02	1.707919e+00
1.249327925776032e-02	1.758577e+00
1.249427925776032e-02	1.826669e+00
1.249527925776032e-02	1.910492e+00
1.249627925776032e-02	2.011045e+00
1.249727925776032e-02	2.127608e+00
1.249827925776032e-02	2.258023e+00
1.249927925776032e-02	2.398220e+00
1.250027925776031e-02	2.542613e+00
1.250127925776031e-02	2.684974e+00
1.250227925776031e-02	2.819386e+00
1.250327925776031e-02	2.941251e+00
1.250427925776031e-02	3.047713e+00
1.250527925776031e-02	3.137706e+00
1.250627925776031e-02	3.211542e+00
1.250727925776031e-02	3.270426e+00
1.250827925776031e-02	3.315953e+00
1.250927925776031e-02	3.349759e+00
1.251127925776031e-02	3.387724e+00
1.251227925776031e-02	3.393390e+00
1.251316793641362e-02	3.391738e+00
1.251433712063248e-02	3.379481e+00
1.251623119161143e-02	3.332815e+00
1.251723119161143e-02	3.292947e+00
1.251754285532938e-02	3.277518e+00
1.251816618276528e-02	3.243961e+00
1.251898343048613e-02	3.191005e+00
1.251997867397314e-02	3.112241e+00
1.252097867397314e-02	3.016885e+00
1.252197867397314e-02	2.905000e+00
1.252297867397314e-02	2.778487e+00
1.252397867397314e-02	2.640792e+00
1.252497867397314e-02	2.497088e+00
1.252597867397314e-02	2.353558e+00
1.252697867397314e-02	2.216275e+00
1.252797867397314e-02	2.090339e+00
1.252897867397314e-02	1.979124e+00
1.252997867397314e-02	1.884224e+00
1.253097867397314e-02	1.805677e+00
1.253197867397314e-02	1.742500e+00
1.253297867397313e-02	1.693165e+00
1.253397867397313e-02	1.656026e+00
1.253497867397313e-02	1.629570e+00
1.253697867397313e-02	1.604175e+00
1.253797867397313e-02	1.604192e+00
1.253902925236246e-02	1.612948e+00
1.254073420680926e-02	1.648198e+00
1.254173420680926e-02	1.682428e+00
1.254203544542096e-02	1.695381e+00
1.254263792264436e-02	1.723651e+00
1.254355880788830e-02	1.776920e+00
1.254455880788830e-02	1.849262e+00
1.254555880788830e-02	1.937577e+00
1.254655880788830e-02	2.042617e+00
1.254755880788830e-02	2.163195e+00
1.254855880788830e-02	2.296656e+00
1.254955880788830e-02	2.438457e+00
1.255055880788829e-02	2.582726e+00
1.255155880788829e-02	2.723241e+00
1.255255880788829e-02	2.854366e+00
1.255355880788829e-02	2.971979e+00
1.255455880788829e-02	3.073741e+00
1.255555880788829e-02	3.159023e+00
1.255655880788829e-02	3.228436e+00
1.255755880788829e-02	3.283340e+00
1.255855880788829e-02	3.325369e+00
1.255955880788829e-02	3.356118e+00
1.256155880788829e-02	3.388918e+00
1.256255880788829e-02	3.392293e+00
1.256334575763793e-02	3.389355e+00
1.256462616297053e-02	3.373357e+00
1.256669623302375e-02	3.314430e+00
1.256769623302375e-02	3.269001e+00
1.256801930891328e-02	3.250954e+00
1.256866546069236e-02	3.211783e+00
1.256949890139887e-02	3.151375e+00
1.257049890139887e-02	3.063892e+00
1.257149890139887e-02	2.960082e+00
1.257249890139886e-02	2.840409e+00
1.257349890139886e-02	2.707740e+00
1.257449890139886e-02	2.566413e+00
1.257549890139886e-02	2.422220e+00
1.257649890139886e-02	2.281446e+00
1.257749890139886e-02	2.149722e+00
1.257849890139886e-02	2.031323e+00
1.257949890139886e-02	1.928658e+00
1.258049890139886e-02	1.842473e+00
1.258149890139886e-02	1.772199e+00
1.258249890139886e-02	1.716520e+00
1.258349890139886e-02	1.673801e+00
1.258449890139886e-02	1.642447e+00
1.258649890139886e-02	1.608591e+00
1.258749890139886e-02	1.604734e+00
1.258824959167031e-02	1.607051e+00
1.258946987781380e-02	1.620944e+00
1.259144498666281e-02	1.672950e+00
1.259244498666281e-02	1.715263e+00
1.259280672956493e-02	1.734321e+00
1.259353021536916e-02	1.776267e+00
1.259439459599773e-02	1.837288e+00
1.259539459599773e-02	1.922976e+00
1.259639459599773e-02	2.024955e+00
1.259739459599773e-02	2.142987e+00
1.259839459599773e-02	2.274338e+00
1.259939459599773e-02	2.414889e+00
1.260039459599773e-02	2.558943e+00
1.260139459599773e-02	2.700222e+00
1.260239459599773e-02	2.832997e+00
1.260339459599773e-02	2.952816e+00
1.260439459599772e-02	3.057086e+00
1.260539459599772e-02	3.144896e+00
1.260639459599772e-02	3.216707e+00
1.260739459599772e-02	3.273775e+00
1.260839459599772e-02	3.317722e+00
1.260939459599772e-02	3.350156e+00
1.261139459599772e-02	3.385863e+00
1.261239459599772e-02	3.390558e+00
1.261321082134907e-02	3.388515e+00
1.261440684988918e-02	3.375431e+00
1.261634352625347e-02	3.326101e+00
1.261734352625347e-02	3.285045e+00
1.261766186774777e-02	3.268848e+00
1.261829855073636e-02	3.233598e+00
1.261911662955751e-02	3.179143e+00
1.262011662955751e-02	3.098095e+00
1.262111662955751e-02	3.000798e+00
1.262211662955751e-02	2.887156e+00
1.262311662955751e-02	2.759314e+00
1.262411662955751e-02	2.620949e+00
1.262511662955751e-02	2.477402e+00
1.262611662955751e-02	2.334893e+00
1.262711662955751e-02	2.199384e+00
1.262811662955751e-02	2.075758e+00
1.262911662955751e-02	1.967123e+00
1.263011662955751e-02	1.874836e+00
1.263111662955750e-02	1.798761e+00
1.263211662955750e-02	1.737817e+00
1.263311662955750e-02	1.690441e+00
1.263411662955750e-02	1.654999e+00
1.263511662955750e-02	1.630016e+00
1.263711662955750e-02	1.607117e+00
1.263810741514543e-02	1.608206e+00
1.263923869484527e-02	1.619228e+00
1.264107247778470e-02	1.661856e+00
1.264207247778469e-02	1.699734e+00
1.264240592351955e-02	1.715525e+00
1.264307281498926e-02	1.750176e+00
1.264397233404611e-02	1.807532e+00
1.264497233404611e-02	1.886140e+00
1.264597233404611e-02	1.980920e+00
1.264697233404611e-02	2.092179e+00
1.264797233404611e-02	2.217992e+00
1.264897233404611e-02	2.354980e+00
1.264997233404611e-02	2.497983e+00
1.265097233404610e-02	2.640858e+00
1.265197233404610e-02	2.777555e+00
1.265297233404610e-02	2.902984e+00
1.265397233404610e-02	3.013776e+00
1.265497233404610e-02	3.108330e+00
1.265597233404610e-02	3.186601e+00
1.265697233404610e-02	3.249560e+00
1.265797233404610e-02	3.298730e+00
1.265897233404610e-02	3.335749e+00
1.265997233404610e-02	3.362126e+00
1.266197233404610e-02	3.387479e+00
1.266297233404610e-02	3.387501e+00
1.266401893605129e-02	3.378885e+00
1.266571752708854e-02	3.344155e+00
1.266671752708854e-02	3.310284e+00
1.266701717484785e-02	3.297533e+00
1.266761647036647e-02	3.269711e+00
1.266844691448422e-02	3.222737e+00
1.266941202772875e-02	3.155217e+00
1.267041202772875e-02	3.069791e+00
1.267141202772875e-02	2.967735e+00
1.267241202772875e-02	2.849963e+00
1.267341202772875e-02	2.718868e+00
1.267441202772875e-02	2.578710e+00
1.267541202772875e-02	2.435188e+00
1.267641202772875e-02	2.294500e+00
1.267741202772875e-02	2.162406e+00
1.267841202772874e-02	2.043258e+00
1.267941202772874e-02	1.939651e+00
1.268041202772874e-02	1.852437e+00
1.268141202772874e-02	1.781159e+00
1.268241202772874e-02	1.724539e+00
1.268341202772874e-02	1.680972e+00
1.268441202772874e-02	1.648844e+00
1.268641202772874e-02	1.613595e+00
1.268741202772874e-02	1.609058e+00
1.268821730121110e-02	1.611147e+00
1.268941738478845e-02	1.624310e+00
1.269136049025623e-02	1.673874e+00
1.269236049025623e-02	1.714962e+00
1.269271748569217e-02	1.733253e+00
1.269343147656404e-02	1.773498e+00
1.269429588291349e-02	1.832890e+00
1.269529588291349e-02	1.916517e+00
1.269629588291349e-02	2.016349e+00
1.269729588291349e-02	2.132290e+00
1.269829588291349e-02	2.261809e+00
1.269929588291348e-02	2.400978e+00
1.270029588291348e-02	2.544239e+00
1.270129588291348e-02	2.685355e+00
1.270229588291348e-02	2.818531e+00
1.270329588291348e-02	2.939174e+00
1.270429588291348e-02	3.044521e+00
1.270529588291348e-02	3.133508e+00
1.270629588291348e-02	3.206483e+00
1.270729588291348e-02	3.264640e+00
1.270829588291348e-02	3.309575e+00
1.270929588291348e-02	3.342902e+00
1.271129588291348e-02	3.380214e+00
1.271229588291348e-02	3.385679e+00
1.271317411939856e-02	3.383970e+00
1.271434717469776e-02	3.371686e+00
1.271624739432408e-02	3.325029e+00
1.271724739432407e-02	3.285330e+00
1.271755971204657e-02	3.269942e+00
1.271818434749158e-02	3.236474e+00
1.271900129507255e-02	3.183808e+00
1.271999735476148e-02	3.105419e+00
1.272099735476148e-02	3.010641e+00
1.272199735476148e-02	2.899501e+00
1.272299735476148e-02	2.773909e+00
1.272399735476148e-02	2.637312e+00
1.272499735476148e-02	2.494859e+00
1.272599735476147e-02	2.352686e+00
1.272699735476147e-02	2.216803e+00
1.272799735476147e-02	2.092243e+00
1.272899735476147e-02	1.982318e+00
1.272999735476147e-02	1.888581e+00
1.273099735476147e-02	1.811045e+00
1.273199735476147e-02	1.748723e+00
1.273299735476147e-02	1.700092e+00
1.273399735476147e-02	1.663520e+00
1.273499735476147e-02	1.637510e+00
1.273699735476147e-02	1.612704e+00
1.273799735476147e-02	1.612882e+00
1.273905964856909e-02	1.621877e+00
1.274078334293493e-02	1.657817e+00
1.274178334293493e-02	1.692239e+00
1.274208926652639e-02	1.705455e+00
1.274270111370931e-02	1.734324e+00
1.274361914970189e-02	1.787681e+00
1.274461914970189e-02	1.860214e+00
1.274561914970189e-02	1.948602e+00
1.274661914970189e-02	2.053534e+00
1.274761914970189e-02	2.173736e+00
1.274861914970189e-02	2.306478e+00
1.274961914970189e-02	2.447167e+00
1.275061914970189e-02	2.589939e+00
1.275161914970189e-02	2.728642e+00
1.275261914970189e-02	2.857759e+00
1.275361914970189e-02	2.973309e+00
1.275461914970188e-02	3.073079e+00
1.275561914970188e-02	3.156533e+00
1.275661914970188e-02	3.224336e+00
1.275761914970188e-02	3.277863e+00
1.275861914970188e-02	3.318736e+00
1.275961914970188e-02	3.348531e+00
1.276161914970188e-02	3.379895e+00
1.276261914970188e-02	3.382740e+00
1.276344401087031e-02	3.379153e+00
1.276478576020465e-02	3.361060e+00
1.276695227822351e-02	3.295336e+00
1.276795227822351e-02	3.247215e+00
1.276824868544145e-02	3.229854e+00
1.276884149987731e-02	3.192537e+00
1.276971446426097e-02	3.127328e+00
1.277071446426097e-02	3.037328e+00
1.277171446426096e-02	2.931211e+00
1.277271446426096e-02	2.809828e+00
